epoch,step,train/mfm_acc,train/mfm_loss_epoch,train/mfm_loss_step,val/mfm_acc,val/mfm_loss
6,469,,,2.1287143230438232,,
6,479,,,1.9515154361724854,,
6,489,,,2.0011086463928223,,
6,499,,,2.059285879135132,,
6,509,,,2.0995187759399414,,
6,519,,,1.9319169521331787,,
6,529,,,2.0228326320648193,,
6,531,,,,0.34095072746276855,1.8931007385253906
6,531,0.3217577040195465,1.993578314781189,,,
7,539,,,1.9401402473449707,,
7,549,,,1.9860291481018066,,
7,559,,,1.89993417263031,,
7,569,,,1.9028055667877197,,
7,579,,,1.858676791191101,,
7,589,,,1.977140188217163,,
7,599,,,1.9633387327194214,,
7,607,,,,0.3523513674736023,1.8585126399993896
7,607,0.33630847930908203,1.9163404703140259,,,
8,609,,,1.860097050666809,,
8,619,,,1.882645845413208,,
8,629,,,1.703873872756958,,
8,639,,,1.8265079259872437,,
8,649,,,1.6866546869277954,,
8,659,,,1.7959274053573608,,
8,669,,,1.8121843338012695,,
8,679,,,1.9932475090026855,,
8,683,,,,0.35698288679122925,1.8037172555923462
8,683,0.3482261300086975,1.8556289672851562,,,
9,689,,,1.7644453048706055,,
9,699,,,1.8233177661895752,,
9,709,,,1.8691686391830444,,
9,719,,,1.9321110248565674,,
9,729,,,1.9583617448806763,,
9,739,,,1.824630856513977,,
9,749,,,1.8272573947906494,,
9,759,,,1.8202979564666748,,
9,759,,,,0.3685871362686157,1.7597030401229858
9,759,0.34593307971954346,1.8559975624084473,,,
10,769,,,1.7744864225387573,,
10,779,,,1.8397865295410156,,
10,789,,,1.7787374258041382,,
10,799,,,1.8784656524658203,,
10,809,,,1.8947577476501465,,
10,819,,,1.7577193975448608,,
10,829,,,1.845099925994873,,
10,835,,,,0.37362581491470337,1.7495293617248535
10,835,0.35290324687957764,1.8247411251068115,,,
11,839,,,1.9282259941101074,,
11,849,,,1.8326201438903809,,
11,859,,,1.7560895681381226,,
11,869,,,1.7939584255218506,,
11,879,,,1.711042046546936,,
11,889,,,1.813975214958191,,
11,899,,,1.9561783075332642,,
11,909,,,1.8305833339691162,,
11,911,,,,0.37143731117248535,1.7741045951843262
11,911,0.35970184206962585,1.7964212894439697,,,
12,919,,,1.804023265838623,,
12,929,,,1.6904945373535156,,
12,939,,,1.7992922067642212,,
12,949,,,1.9043680429458618,,
12,959,,,1.9685145616531372,,
12,969,,,1.6255940198898315,,
12,979,,,1.8008413314819336,,
12,987,,,,0.3812601566314697,1.7399756908416748
12,987,0.35876956582069397,1.8024494647979736,,,
13,989,,,1.723872184753418,,
13,999,,,1.8465909957885742,,
13,1009,,,1.7269843816757202,,
13,1019,,,1.7848782539367676,,
13,1029,,,1.6557133197784424,,
13,1039,,,1.8852741718292236,,
13,1049,,,1.7696194648742676,,
13,1059,,,1.796242356300354,,
13,1063,,,,0.37713760137557983,1.7135632038116455
13,1063,0.36115363240242004,1.7930275201797485,,,
14,1069,,,1.8210874795913696,,
14,1079,,,1.8898886442184448,,
14,1089,,,1.6990541219711304,,
14,1099,,,1.6765235662460327,,
14,1109,,,1.899073839187622,,
14,1119,,,1.716508388519287,,
14,1129,,,1.7245558500289917,,
14,1139,,,1.9196220636367798,,
14,1139,,,,0.3814637362957001,1.7087329626083374
14,1139,0.36365291476249695,1.7804234027862549,,,
15,1149,,,1.798635482788086,,
15,1159,,,1.653128743171692,,
15,1169,,,1.6189900636672974,,
15,1179,,,1.6438223123550415,,
15,1189,,,1.7364102602005005,,
15,1199,,,1.943865180015564,,
15,1209,,,1.7838929891586304,,
15,1215,,,,0.3850264549255371,1.7101486921310425
15,1215,0.3641726076602936,1.7832019329071045,,,
16,1219,,,1.7224853038787842,,
16,1229,,,1.8749027252197266,,
16,1239,,,1.7957831621170044,,
16,1249,,,1.7154918909072876,,
16,1259,,,1.6290658712387085,,
16,1269,,,1.7692341804504395,,
16,1279,,,1.5068793296813965,,
16,1289,,,1.6022939682006836,,
16,1291,,,,0.39423859119415283,1.6670434474945068
16,1291,0.3724016547203064,1.7406806945800781,,,
17,1299,,,1.682285189628601,,
17,1309,,,1.7600940465927124,,
17,1319,,,1.5897678136825562,,
17,1329,,,1.5826550722122192,,
17,1339,,,1.7896091938018799,,
17,1349,,,1.7762972116470337,,
17,1359,,,1.7881640195846558,,
17,1367,,,,0.40014249086380005,1.6445698738098145
17,1367,0.3745553493499756,1.7365297079086304,,,
18,1369,,,1.7426725625991821,,
18,1379,,,1.7669739723205566,,
18,1389,,,1.794642686843872,,
18,1399,,,1.6275185346603394,,
18,1409,,,1.818949818611145,,
18,1419,,,1.7727339267730713,,
18,1429,,,1.667370080947876,,
18,1439,,,1.5756114721298218,,
18,1443,,,,0.40166935324668884,1.6360971927642822
18,1443,0.3815790116786957,1.7071095705032349,,,
19,1449,,,1.6824954748153687,,
19,1459,,,1.563281774520874,,
19,1469,,,1.7639267444610596,,
19,1479,,,1.7105498313903809,,
19,1489,,,1.6179368495941162,,
19,1499,,,1.5976269245147705,,
19,1509,,,1.77571702003479,,
19,1519,,,1.7076821327209473,,
19,1519,,,,0.4140879511833191,1.604224443435669
19,1519,0.38395223021507263,1.7031593322753906,,,
20,1529,,,1.5643489360809326,,
20,1539,,,1.775051474571228,,
20,1549,,,1.8082267045974731,,
20,1559,,,1.4791346788406372,,
20,1569,,,1.6739561557769775,,
20,1579,,,1.6562875509262085,,
20,1589,,,1.7577314376831055,,
20,1595,,,,0.4076750576496124,1.6091786623001099
20,1595,0.3848952054977417,1.701004981994629,,,
21,1599,,,1.7574849128723145,,
21,1609,,,1.65399968624115,,
21,1619,,,1.6046301126480103,,
21,1629,,,1.6693850755691528,,
21,1639,,,1.595177412033081,,
21,1649,,,1.8333826065063477,,
21,1659,,,1.7718795537948608,,
21,1669,,,1.6773502826690674,,
21,1671,,,,0.41902482509613037,1.5866878032684326
21,1671,0.3873034119606018,1.6813961267471313,,,
22,1679,,,1.5144741535186768,,
22,1689,,,1.5851035118103027,,
22,1699,,,1.5814875364303589,,
22,1709,,,1.6421332359313965,,
22,1719,,,1.5751181840896606,,
22,1729,,,1.6908069849014282,,
22,1739,,,1.5504255294799805,,
22,1747,,,,0.42172229290008545,1.56886625289917
22,1747,0.39619407057762146,1.6554174423217773,,,
23,1749,,,1.7747315168380737,,
23,1759,,,1.5895817279815674,,
23,1769,,,1.6528048515319824,,
23,1779,,,1.7497475147247314,,
23,1789,,,1.5588185787200928,,
23,1799,,,1.6442426443099976,,
23,1809,,,1.659019112586975,,
23,1819,,,1.62906813621521,,
23,1823,,,,0.4248778223991394,1.5515053272247314
23,1823,0.401109516620636,1.6342636346817017,,,
24,1829,,,1.7424825429916382,,
24,1839,,,1.7158161401748657,,
24,1849,,,1.6145567893981934,,
24,1859,,,1.7247353792190552,,
24,1869,,,1.7129124402999878,,
24,1879,,,1.5806386470794678,,
24,1889,,,1.6302472352981567,,
24,1899,,,1.691715955734253,,
24,1899,,,,0.4267100691795349,1.5446890592575073
24,1899,0.4035954177379608,1.6226660013198853,,,
25,1909,,,1.5780415534973145,,
25,1919,,,1.660385251045227,,
25,1929,,,1.6369268894195557,,
25,1939,,,1.5377399921417236,,
25,1949,,,1.3725509643554688,,
25,1959,,,1.7082695960998535,,
25,1969,,,1.633155345916748,,
25,1975,,,,0.429305762052536,1.526294231414795
25,1975,0.4036784768104553,1.6215976476669312,,,
26,1979,,,1.6369966268539429,,
26,1989,,,1.6583125591278076,,
26,1999,,,1.5469074249267578,,
26,2009,,,1.4953711032867432,,
26,2019,,,1.8319401741027832,,
26,2029,,,1.649909257888794,,
26,2039,,,1.5704902410507202,,
26,2049,,,1.572741985321045,,
26,2051,,,,0.43546414375305176,1.5101826190948486
26,2051,0.414302259683609,1.5855358839035034,,,
27,2059,,,1.6019879579544067,,
27,2069,,,1.5490885972976685,,
27,2079,,,1.615206003189087,,
27,2089,,,1.627837061882019,,
27,2099,,,1.5848236083984375,,
27,2109,,,1.8231233358383179,,
27,2119,,,1.549068570137024,,
27,2127,,,,0.4436074495315552,1.492296814918518
27,2127,0.41188058257102966,1.58980131149292,,,
28,2129,,,1.5942699909210205,,
28,2139,,,1.5065803527832031,,
28,2149,,,1.4847652912139893,,
28,2159,,,1.4965286254882812,,
28,2169,,,1.7188903093338013,,
28,2179,,,1.5634042024612427,,
28,2189,,,1.3997502326965332,,
28,2199,,,1.645957350730896,,
28,2203,,,,0.44655942916870117,1.4748538732528687
28,2203,0.4201338291168213,1.5608060359954834,,,
29,2209,,,1.8210488557815552,,
29,2219,,,1.332910418510437,,
29,2229,,,1.4056812524795532,,
29,2239,,,1.5498073101043701,,
29,2249,,,1.5975111722946167,,
29,2259,,,1.6633127927780151,,
29,2269,,,1.5238287448883057,,
29,2279,,,1.5127564668655396,,
29,2279,,,,0.4479336142539978,1.466367244720459
29,2279,0.4185641407966614,1.5669894218444824,,,
